TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
52,CUST1747,ACC49364,Credit,Withdrawal,Savings Account,Firm E,North,Manager 4,27-05-2024,-2410.515537,59490.65249,0.433282992,506,41
119,CUST4855,ACC24981,Credit,Payment,Credit Card,Firm E,West,Manager 3,18-06-2023,12788.46443,122628.6173,0.201428959,639,182
95,CUST3449,ACC78589,Credit,Deposit,Credit Card,Firm A,Central,Manager 3,06-03-2023,81674.92567,59752.48008,0.409324935,785,171
101,CUST6330,ACC91723,Current,Payment,Savings Account,Firm C,South,Manager 2,06-01-2023,72535.81052,30223.18722,0.838237723,771,34
41,CUST2412,ACC11285,Credit,Payment,Home Loan,Firm C,West,Manager 4,19-03-2024,71220.84617,126302.662,0.65834246,502,211
38,CUST2942,ACC47099,Current,Deposit,Mutual Fund,Firm C,West,Manager 4,15-04-2024,33284.57741,12459.03342,0.318342863,774,95
153,CUST2539,ACC97411,Savings,Payment,Home Loan,Firm A,North,Manager 1,13-03-2023,57552.27797,61544.43318,0.509381243,371,202
31,CUST6292,ACC48303,Current,Deposit,Home Loan,Firm B,West,Manager 1,10-09-2023,44494.95566,79505.26403,0.107811087,382,121
111,CUST9066,ACC88449,Loan,Payment,Personal Loan,Firm A,East,Manager 3,28-01-2023,44945.55824,-5315.650952,0.388547848,619,168
172,CUST3306,ACC28292,Savings,Withdrawal,Mutual Fund,Firm E,East,Manager 3,23-04-2023,50610.27723,109891.9097,0.363816256,449,142
43,CUST6776,ACC19156,Loan,Withdrawal,Mutual Fund,Firm C,North,Manager 2,12-01-2023,37295.30259,120184.6714,0.380473549,708,185
108,CUST2694,ACC82381,Current,Withdrawal,Personal Loan,Firm C,Central,Manager 2,04-08-2023,75801.07767,88568.41932,0.938968608,392,184
38,CUST9731,ACC65545,Loan,Deposit,Savings Account,Firm B,North,Manager 3,24-10-2023,105286.2324,79025.57448,0.20833352,763,212
55,CUST3725,ACC57700,Loan,Transfer,Personal Loan,Firm A,South,Manager 3,14-07-2023,116161.1645,61685.00168,0.582174707,351,37
134,CUST3449,ACC21878,Savings,Deposit,Home Loan,Firm C,South,Manager 2,10-03-2023,112600.8869,117589.8671,0.851359319,519,82
137,CUST3449,ACC24508,Loan,Deposit,Home Loan,Firm A,West,Manager 4,06-02-2024,36340.30994,32666.55907,0.39582024,529,89
161,CUST6526,ACC55331,Current,Withdrawal,Personal Loan,Firm D,Central,Manager 2,26-09-2023,17306.71961,20081.52199,0.792508772,481,86
181,CUST6947,ACC22255,Credit,Transfer,Credit Card,Firm E,South,Manager 3,31-10-2023,37889.87436,86410.16828,0.69729615,504,211
146,CUST5912,ACC94907,Loan,Transfer,Mutual Fund,Firm E,East,Manager 2,18-02-2024,19489.53965,63789.64659,0.917251398,559,62
145,CUST3015,ACC88449,Credit,Payment,Savings Account,Firm C,East,Manager 1,11-08-2023,42265.59608,63798.51364,1.046954625,331,151
104,CUST5705,ACC94203,Current,Deposit,Home Loan,Firm B,East,Manager 1,25-11-2023,73501.21216,84957.85317,0.665885387,789,224
73,CUST4201,ACC40939,Credit,Withdrawal,Personal Loan,Firm E,West,Manager 2,08-11-2023,50496.30664,82030.0682,0.137087268,335,27
54,CUST1747,ACC53466,Current,Payment,Credit Card,Firm E,North,Manager 2,24-11-2023,65902.48613,99035.7017,0.822334561,484,132
22,CUST1114,ACC46655,Credit,Withdrawal,Personal Loan,Firm B,South,Manager 2,12-03-2024,94370.61653,106490.5097,0.817076753,492,180
20,CUST2942,ACC70314,Credit,Withdrawal,Credit Card,Firm D,East,Manager 4,09-01-2023,54119.72962,-31597.85059,0.594389502,318,215
74,CUST6565,ACC19156,Current,Deposit,Credit Card,Firm B,East,Manager 3,11-09-2023,43454.03128,119189.543,0.619395471,664,165
115,CUST7793,ACC57700,Loan,Deposit,Home Loan,Firm C,West,Manager 1,08-06-2024,51037.15334,71291.15782,1.101998817,453,208
183,CUST6330,ACC94242,Current,Payment,Mutual Fund,Firm A,North,Manager 2,17-04-2023,18108.43552,91330.09564,0.683522741,547,204
32,CUST5121,ACC64022,Credit,Payment,Home Loan,Firm A,Central,Manager 3,03-10-2023,59062.81089,31584.07286,0.478808866,355,181
21,CUST2349,ACC53466,Credit,Payment,Home Loan,Firm C,East,Manager 3,04-05-2023,61209.03424,56486.37869,0.183228868,729,218
55,CUST5253,ACC99409,Current,Transfer,Mutual Fund,Firm D,East,Manager 1,30-09-2023,11649.52274,59477.4471,0.587029414,764,224
50,CUST3778,ACC61926,Credit,Payment,Home Loan,Firm E,West,Manager 2,19-09-2023,13591.31401,13988.63696,0.588220907,409,8
135,CUST3015,ACC99549,Savings,Transfer,Credit Card,Firm D,East,Manager 2,14-04-2023,30330.99265,74578.16247,0.331101593,317,157
98,CUST6319,ACC54589,Savings,Withdrawal,Home Loan,Firm C,North,Manager 4,14-03-2024,50885.12998,105517.4222,1.013219014,537,236
131,CUST8318,ACC71388,Loan,Payment,Credit Card,Firm D,South,Manager 3,03-05-2023,45924.87011,14683.16607,0.269470143,479,71
26,CUST5428,ACC64393,Savings,Payment,Mutual Fund,Firm C,South,Manager 4,12-01-2024,71116.74844,78228.02642,0.46081012,397,174
113,CUST1223,ACC42467,Savings,Deposit,Savings Account,Firm D,South,Manager 4,06-08-2023,48815.07626,53918.22741,0.43855146,342,141
192,CUST6565,ACC88074,Loan,Transfer,Credit Card,Firm C,West,Manager 1,16-06-2024,14712.91503,51090.02645,0.507979682,442,156
128,CUST3015,ACC45907,Loan,Withdrawal,Credit Card,Firm D,East,Manager 1,26-09-2023,1763.303778,44313.28475,0.045992167,849,132
47,CUST4402,ACC24070,Current,Transfer,Personal Loan,Firm E,Central,Manager 4,28-09-2023,59301.96943,60612.86299,0.40283391,429,194
195,CUST3153,ACC49180,Loan,Withdrawal,Savings Account,Firm E,East,Manager 1,27-05-2024,18601.98669,137018.5473,0.000676029,369,158
163,CUST7730,ACC82298,Savings,Transfer,Savings Account,Firm B,North,Manager 2,21-02-2024,93874.13877,58108.03847,0.572606946,592,219
155,CUST3006,ACC47099,Current,Deposit,Credit Card,Firm D,South,Manager 3,18-06-2023,58451.52532,97197.83277,0.676527643,352,36
91,CUST2578,ACC15359,Current,Deposit,Credit Card,Firm E,South,Manager 4,08-11-2023,122856.483,93754.78157,0.492427345,495,44
49,CUST1840,ACC46655,Savings,Deposit,Home Loan,Firm B,East,Manager 1,03-05-2023,54354.45244,26959.26707,0.009818653,358,115
100,CUST5558,ACC30787,Credit,Payment,Credit Card,Firm D,North,Manager 3,20-01-2024,81104.91216,87219.98865,0.443967512,555,195
139,CUST3006,ACC83269,Loan,Deposit,Savings Account,Firm E,North,Manager 1,24-11-2023,127718.9013,33532.61157,0.242239301,628,221
72,CUST6526,ACC53865,Current,Transfer,Credit Card,Firm C,North,Manager 2,20-11-2023,101362.1181,54371.33721,0.407016196,405,220
79,CUST1497,ACC28612,Loan,Payment,Savings Account,Firm C,West,Manager 4,30-12-2023,45491.5728,46887.78279,0.659176425,538,232
90,CUST4373,ACC71938,Savings,Transfer,Credit Card,Firm C,North,Manager 3,26-02-2023,32702.6711,141185.1394,0.474819019,455,130
23,CUST5545,ACC12182,Savings,Withdrawal,Personal Loan,Firm C,Central,Manager 1,30-07-2023,25651.05823,55358.99033,0.112824184,740,122
85,CUST1497,ACC92360,Current,Deposit,Credit Card,Firm E,South,Manager 3,21-02-2024,28339.77052,75908.34076,0.151701832,774,47
172,CUST8250,ACC42903,Loan,Withdrawal,Credit Card,Firm B,North,Manager 1,13-01-2023,55681.90876,60258.19912,0.451277229,717,57
179,CUST7002,ACC69323,Credit,Deposit,Credit Card,Firm C,South,Manager 1,13-06-2024,44641.84186,113152.241,0.437165772,794,226
171,CUST8028,ACC21719,Savings,Payment,Savings Account,Firm B,East,Manager 4,08-01-2024,64615.35796,40670.14748,0.154880192,678,144
141,CUST5610,ACC92558,Credit,Transfer,Personal Loan,Firm B,Central,Manager 1,03-10-2023,41641.02834,68925.31105,-0.032057924,540,159
48,CUST1644,ACC57700,Credit,Transfer,Savings Account,Firm C,West,Manager 3,11-06-2024,52297.328,30221.73517,0.497698317,414,132
128,CUST2694,ACC32212,Savings,Withdrawal,Credit Card,Firm E,South,Manager 4,05-02-2023,40931.69888,81741.11057,0.233257296,363,81
15,CUST7173,ACC26973,Current,Transfer,Personal Loan,Firm C,Central,Manager 4,22-05-2024,106030.2264,63246.49505,0.468626928,349,169
162,CUST1738,ACC87006,Savings,Withdrawal,Personal Loan,Firm C,Central,Manager 3,06-01-2023,32919.19489,99455.61921,0.471885489,770,95
4,CUST3315,ACC33287,Credit,Deposit,Personal Loan,Firm B,South,Manager 3,17-04-2023,78277.54877,84289.0171,0.567466467,708,22
114,CUST5916,ACC55729,Current,Withdrawal,Home Loan,Firm C,North,Manager 4,05-07-2023,46049.09381,166962.4001,0.323622336,412,72
14,CUST7002,ACC88286,Credit,Withdrawal,Savings Account,Firm A,East,Manager 1,02-01-2023,66348.26852,98407.90933,0.459254331,587,215
182,CUST2805,ACC80131,Savings,Payment,Personal Loan,Firm C,Central,Manager 2,17-12-2023,43343.26586,58661.94858,0.731540899,509,129
56,CUST7173,ACC61926,Loan,Transfer,Personal Loan,Firm C,Central,Manager 1,21-05-2023,98072.78602,88064.29125,1.074600198,534,205
22,CUST8344,ACC47099,Savings,Payment,Savings Account,Firm A,South,Manager 3,22-03-2024,51623.33247,112836.4706,0.535368537,807,208
156,CUST8772,ACC28292,Loan,Payment,Mutual Fund,Firm C,West,Manager 1,23-04-2023,43001.35237,57888.15573,0.593935256,414,183
36,CUST7459,ACC94242,Credit,Withdrawal,Credit Card,Firm D,North,Manager 4,11-06-2024,73114.16462,88158.82562,0.618152737,597,209
73,CUST6028,ACC82381,Savings,Withdrawal,Credit Card,Firm D,South,Manager 2,26-04-2023,49968.5455,94151.90264,0.453960856,682,200
75,CUST8416,ACC83269,Current,Payment,Home Loan,Firm B,North,Manager 2,17-01-2024,87999.44421,50704.14831,0.874933038,507,34
88,CUST6391,ACC53865,Current,Payment,Home Loan,Firm B,West,Manager 1,26-09-2023,20891.10863,850.0884016,0.203116007,842,232
56,CUST9038,ACC31539,Savings,Deposit,Personal Loan,Firm A,Central,Manager 2,26-04-2023,25819.70053,5627.717129,0.371166191,656,12
76,CUST3153,ACC30146,Savings,Deposit,Personal Loan,Firm B,West,Manager 4,04-05-2024,84232.18852,117294.7856,0.718054565,533,151
74,CUST9754,ACC29356,Loan,Deposit,Personal Loan,Firm D,North,Manager 1,21-10-2023,27344.62435,113650.6213,0.21295351,684,16
164,CUST2349,ACC37688,Current,Deposit,Savings Account,Firm C,South,Manager 1,02-01-2023,60902.87103,122661.5538,0.335226684,527,77
14,CUST3015,ACC21719,Loan,Deposit,Savings Account,Firm D,North,Manager 3,22-05-2024,-30721.24789,113801.0737,0.378442248,360,222
90,CUST9525,ACC75767,Credit,Withdrawal,Credit Card,Firm E,East,Manager 2,18-06-2023,70097.3241,68592.0975,0.8297707,453,188
140,CUST6735,ACC78178,Loan,Payment,Home Loan,Firm B,West,Manager 1,29-11-2023,52363.56406,32234.24442,0.485165556,493,74
128,CUST4595,ACC50817,Current,Deposit,Credit Card,Firm D,North,Manager 3,01-07-2023,113221.7353,32952.55399,0.329658087,400,137
144,CUST5705,ACC77773,Loan,Deposit,Credit Card,Firm C,East,Manager 4,20-01-2024,66663.84608,34416.0001,0.155335029,375,181
8,CUST2188,ACC50439,Loan,Transfer,Savings Account,Firm E,West,Manager 1,15-05-2023,81559.64779,62481.60038,0.986473873,666,23
173,CUST5912,ACC82298,Current,Withdrawal,Savings Account,Firm D,South,Manager 1,12-01-2024,27246.87559,66137.19992,0.515932346,471,116
108,CUST5545,ACC16664,Loan,Withdrawal,Personal Loan,Firm E,South,Manager 1,19-07-2023,41788.06782,88752.91479,0.898317256,315,219
23,CUST2427,ACC42467,Current,Payment,Savings Account,Firm C,South,Manager 3,30-01-2023,94486.34728,71150.49223,0.280883908,462,187
46,CUST8874,ACC83848,Credit,Transfer,Credit Card,Firm E,Central,Manager 1,21-10-2023,33330.86523,127530.3696,0.819429252,423,70
128,CUST4763,ACC46655,Loan,Payment,Home Loan,Firm E,East,Manager 2,08-03-2023,59724.69092,50699.41442,0.496124792,705,120
49,CUST4461,ACC46655,Loan,Payment,Credit Card,Firm B,South,Manager 4,06-02-2024,46656.80778,87321.13842,0.65373624,826,116
90,CUST8529,ACC31539,Credit,Payment,Home Loan,Firm E,Central,Manager 4,05-02-2024,56709.75712,73116.29325,0.416195431,727,42
195,CUST9962,ACC48501,Current,Deposit,Savings Account,Firm D,North,Manager 2,06-04-2024,71972.3339,86890.72801,0.578379805,366,228
16,CUST1042,ACC88286,Savings,Transfer,Personal Loan,Firm C,West,Manager 1,28-05-2024,90681.57732,71997.43635,0.36575268,397,57
196,CUST5705,ACC24880,Loan,Deposit,Mutual Fund,Firm C,North,Manager 2,28-01-2023,-11914.72669,109970.4645,0.780645542,496,162
67,CUST7098,ACC97225,Loan,Withdrawal,Savings Account,Firm C,North,Manager 2,15-04-2024,10919.32293,15686.05162,0.304582996,652,138
74,CUST3109,ACC70741,Credit,Transfer,Credit Card,Firm A,North,Manager 1,02-03-2024,74743.83701,89659.37701,0.222835373,644,138
6,CUST7345,ACC76699,Savings,Withdrawal,Mutual Fund,Firm A,North,Manager 4,04-08-2023,62878.69297,95522.34833,-0.006725439,349,20
126,CUST2188,ACC28295,Savings,Withdrawal,Savings Account,Firm C,East,Manager 4,01-01-2024,70592.36204,116123.6383,0.602758369,699,163
144,CUST2109,ACC66190,Loan,Payment,Mutual Fund,Firm A,North,Manager 4,28-01-2023,56165.02899,69532.76127,0.705586765,645,79
102,CUST8765,ACC87602,Credit,Withdrawal,Personal Loan,Firm D,South,Manager 4,02-01-2023,-18588.29947,87538.24347,0.723572993,322,174
107,CUST5255,ACC88252,Current,Transfer,Credit Card,Firm C,East,Manager 4,06-07-2023,74191.04389,116843.9665,0.983169946,518,53
19,CUST9843,ACC51593,Credit,Transfer,Credit Card,Firm B,North,Manager 1,23-08-2023,63841.18365,101279.8391,0.786115096,709,131
194,CUST3006,ACC25132,Current,Payment,Savings Account,Firm C,North,Manager 2,04-02-2023,30620.31566,91898.7311,0.714405691,439,108
97,CUST8288,ACC16664,Loan,Withdrawal,Home Loan,Firm B,South,Manager 4,21-05-2023,65409.59996,28030.69374,0.414050936,710,35
79,CUST9666,ACC20297,Current,Withdrawal,Personal Loan,Firm B,West,Manager 2,16-03-2023,26769.20215,80936.6534,0.371581748,524,236
18,CUST3109,ACC23736,Loan,Deposit,Home Loan,Firm B,West,Manager 1,22-05-2024,73103.55049,32025.11492,0.352359772,562,81
93,CUST6776,ACC10996,Savings,Payment,Savings Account,Firm C,North,Manager 4,19-10-2023,61653.06253,42026.16291,0.289780501,510,103
31,CUST9439,ACC77638,Current,Transfer,Home Loan,Firm A,West,Manager 4,06-09-2023,60389.95644,119082.1999,1.010256295,541,11
138,CUST5574,ACC29007,Credit,Withdrawal,Savings Account,Firm D,North,Manager 4,17-12-2023,5163.427045,58460.39654,0.511710408,449,116
97,CUST2357,ACC39482,Credit,Transfer,Mutual Fund,Firm E,East,Manager 2,13-09-2023,36891.30394,96459.7108,0.531625059,622,236
50,CUST7028,ACC88286,Loan,Withdrawal,Home Loan,Firm C,North,Manager 1,12-01-2024,58359.74883,10830.31924,0.403377152,365,134
198,CUST5558,ACC31539,Savings,Payment,Personal Loan,Firm E,East,Manager 4,28-05-2024,73879.20666,52666.81354,0.19282825,638,216
32,CUST5920,ACC67701,Loan,Payment,Credit Card,Firm D,South,Manager 2,20-06-2023,71003.37203,92940.1649,0.575543405,716,158
41,CUST7120,ACC57700,Current,Withdrawal,Savings Account,Firm D,South,Manager 1,18-11-2023,5402.294994,63801.56426,0.39140869,438,205
191,CUST7395,ACC39544,Savings,Deposit,Mutual Fund,Firm B,North,Manager 2,09-04-2023,17781.11142,78671.74113,0.912047837,721,142
46,CUST2612,ACC22036,Savings,Deposit,Personal Loan,Firm C,South,Manager 2,22-08-2023,25759.72169,71793.68068,0.277795337,718,91
144,CUST9439,ACC43309,Current,Deposit,Personal Loan,Firm C,North,Manager 2,09-12-2023,18417.11533,103905.0164,0.617059054,607,83
168,CUST8288,ACC57872,Loan,Payment,Credit Card,Firm D,West,Manager 1,26-09-2023,109159.3922,78792.38348,0.787975953,789,31
99,CUST6937,ACC30787,Savings,Payment,Savings Account,Firm B,Central,Manager 3,05-07-2023,20166.15002,30523.18879,0.442989075,609,45
29,CUST8390,ACC92104,Credit,Transfer,Personal Loan,Firm D,Central,Manager 1,13-06-2024,12278.41111,72131.28653,0.255204919,344,166
75,CUST2357,ACC37688,Current,Withdrawal,Credit Card,Firm E,East,Manager 3,18-02-2024,89362.27999,121387.4496,0.242607916,730,122
193,CUST6391,ACC86784,Savings,Transfer,Mutual Fund,Firm A,North,Manager 2,05-03-2024,5725.9331,74665.55002,0.5245479,529,210
111,CUST3059,ACC70460,Savings,Transfer,Credit Card,Firm B,West,Manager 3,05-02-2024,46450.58301,40221.68322,0.060191181,449,57
7,CUST1962,ACC25132,Savings,Withdrawal,Credit Card,Firm B,North,Manager 1,02-01-2023,78807.62699,91413.58415,0.498965884,748,158
55,CUST6038,ACC18057,Savings,Deposit,Home Loan,Firm E,East,Manager 1,09-02-2024,59681.50512,93027.52434,0.569021819,486,41
31,CUST7255,ACC78178,Credit,Withdrawal,Credit Card,Firm B,Central,Manager 2,02-05-2024,46598.50574,98943.86772,0.694269584,776,18
74,CUST7651,ACC88252,Credit,Transfer,Home Loan,Firm A,West,Manager 2,03-03-2023,47449.43732,72654.36056,0.252418372,472,168
151,CUST4595,ACC64022,Current,Withdrawal,Mutual Fund,Firm A,North,Manager 4,21-11-2023,71432.10735,68805.97872,0.607559881,542,47
38,CUST6549,ACC23736,Savings,Transfer,Home Loan,Firm A,North,Manager 4,22-05-2024,12945.9655,71896.33248,0.612940477,356,56
37,CUST4794,ACC78089,Loan,Withdrawal,Home Loan,Firm B,North,Manager 4,01-04-2024,17718.10887,95168.27332,0.302751764,553,11
50,CUST8390,ACC36079,Savings,Transfer,Savings Account,Firm B,East,Manager 1,22-05-2024,75811.39706,102599.5009,0.121922762,816,178
64,CUST4438,ACC82298,Savings,Withdrawal,Savings Account,Firm B,West,Manager 3,07-11-2023,128816.236,150199.0786,0.281978927,613,64
27,CUST4584,ACC45968,Savings,Payment,Savings Account,Firm B,East,Manager 2,12-02-2023,127907.5731,9228.815058,0.146403295,588,81
96,CUST2541,ACC70314,Loan,Transfer,Credit Card,Firm C,East,Manager 3,12-05-2023,72350.04621,30666.28276,0.643341454,628,6
27,CUST3810,ACC39529,Credit,Transfer,Mutual Fund,Firm C,East,Manager 1,09-02-2024,90206.36877,104749.2727,0.323273408,468,175
177,CUST8416,ACC75675,Current,Payment,Mutual Fund,Firm B,West,Manager 2,06-07-2023,50719.98106,84285.97439,0.682313723,694,89
32,CUST3131,ACC29396,Savings,Transfer,Personal Loan,Firm D,West,Manager 4,06-06-2023,92764.25871,65176.65395,0.463274118,848,171
63,CUST6210,ACC53466,Savings,Payment,Savings Account,Firm E,Central,Manager 2,10-12-2023,20740.71036,58825.2737,0.128567525,752,70
7,CUST4584,ACC52131,Loan,Deposit,Credit Card,Firm D,South,Manager 2,05-07-2023,99757.57847,53473.70985,0.799510831,749,99
45,CUST3015,ACC94203,Loan,Payment,Credit Card,Firm E,Central,Manager 4,21-01-2023,43536.26539,57175.04312,0.131090579,719,215
63,CUST1840,ACC11188,Current,Withdrawal,Mutual Fund,Firm B,South,Manager 3,18-06-2023,39919.67269,85927.48122,0.282314157,406,216
65,CUST5385,ACC29356,Current,Transfer,Personal Loan,Firm A,South,Manager 4,06-08-2023,59464.83278,57651.62651,0.205727055,624,123
23,CUST7651,ACC88449,Savings,Payment,Personal Loan,Firm C,South,Manager 3,28-03-2024,77008.71425,104230.7445,0.57333013,567,30
104,CUST4241,ACC46655,Current,Deposit,Personal Loan,Firm B,East,Manager 4,22-06-2024,80388.03413,100952.9708,0.556018309,709,160
188,CUST9666,ACC87006,Credit,Deposit,Credit Card,Firm A,East,Manager 2,22-03-2024,83828.95089,41885.32784,0.194831332,519,163
106,CUST8091,ACC83005,Loan,Transfer,Home Loan,Firm D,Central,Manager 3,20-11-2023,101977.6329,42399.98783,0.304503632,605,230
92,CUST8250,ACC94907,Savings,Deposit,Mutual Fund,Firm E,West,Manager 2,28-03-2024,42190.13297,19556.97891,0.542610521,805,25
85,CUST4126,ACC42467,Loan,Payment,Credit Card,Firm D,West,Manager 2,30-04-2023,75887.5104,35733.19739,0.563955728,488,13
91,CUST5500,ACC71426,Loan,Deposit,Credit Card,Firm D,East,Manager 2,13-09-2023,69256.30947,38014.47406,0.67576569,427,213
185,CUST7173,ACC71426,Savings,Transfer,Home Loan,Firm C,East,Manager 4,23-08-2023,2288.727756,44626.35373,0.609505405,799,32
36,CUST1497,ACC39544,Current,Payment,Credit Card,Firm D,South,Manager 2,15-01-2023,129983.6051,42085.1955,0.925896085,665,93
28,CUST2541,ACC43771,Loan,Withdrawal,Savings Account,Firm A,East,Manager 4,02-01-2023,14033.50256,82305.73947,0.932619236,648,21
171,CUST8765,ACC26026,Current,Withdrawal,Credit Card,Firm B,East,Manager 1,26-09-2023,58373.51137,34155.14098,0.331022179,488,24
154,CUST2944,ACC54589,Savings,Withdrawal,Mutual Fund,Firm D,Central,Manager 4,04-05-2024,61606.47817,33933.96967,0.163259353,711,105
153,CUST4346,ACC87602,Loan,Deposit,Mutual Fund,Firm B,East,Manager 3,09-04-2023,33532.36187,38356.95261,0.864735013,473,12
124,CUST2871,ACC35419,Credit,Withdrawal,Savings Account,Firm D,East,Manager 1,05-07-2023,18182.79132,16346.24674,0.551568781,673,77
121,CUST9079,ACC48501,Credit,Deposit,Credit Card,Firm A,North,Manager 1,29-11-2023,45908.92295,63317.776,0.242337018,414,8
185,CUST5255,ACC13357,Current,Payment,Savings Account,Firm C,West,Manager 4,04-01-2024,33282.91928,65140.32567,0.316928012,525,176
96,CUST5916,ACC32627,Loan,Transfer,Mutual Fund,Firm D,North,Manager 3,21-12-2023,87894.32269,87004.621,0.846318946,787,115
48,CUST3378,ACC94203,Loan,Deposit,Mutual Fund,Firm C,Central,Manager 1,24-09-2023,31358.91683,95331.21055,0.598887297,575,75
7,CUST6292,ACC18057,Credit,Transfer,Home Loan,Firm E,East,Manager 3,09-12-2023,43581.86936,93314.19527,0.594478288,544,90
44,CUST1114,ACC23985,Loan,Transfer,Personal Loan,Firm B,West,Manager 1,23-08-2023,63667.70348,59911.59399,-0.091769162,407,193
134,CUST1768,ACC51971,Savings,Withdrawal,Credit Card,Firm E,North,Manager 3,15-05-2024,74258.68088,78629.438,0.582947182,528,197
29,CUST7493,ACC37688,Current,Payment,Savings Account,Firm D,North,Manager 2,03-10-2023,75983.68118,8597.996058,0.45799066,810,231
62,CUST5705,ACC70741,Savings,Withdrawal,Savings Account,Firm D,West,Manager 1,08-06-2024,73688.26224,135410.2996,0.858480248,648,37
7,CUST6082,ACC16241,Savings,Deposit,Savings Account,Firm E,South,Manager 3,10-08-2023,46194.08816,128017.9881,0.382029476,305,196
159,CUST2067,ACC34431,Loan,Payment,Credit Card,Firm B,South,Manager 4,03-03-2023,61917.40795,97533.26388,0.638124712,652,109
60,CUST6565,ACC89098,Current,Transfer,Credit Card,Firm E,North,Manager 2,05-02-2024,36035.21041,132971.7365,0.478021359,395,206
52,CUST9079,ACC78589,Current,Payment,Personal Loan,Firm D,South,Manager 1,26-03-2023,42582.83924,61757.18531,0.507267953,528,190
185,CUST7002,ACC28305,Loan,Withdrawal,Credit Card,Firm E,Central,Manager 3,29-11-2023,71496.66776,50667.21955,0.589174865,600,47
98,CUST7793,ACC72197,Loan,Withdrawal,Mutual Fund,Firm B,West,Manager 3,19-11-2023,24980.01605,92994.34874,0.760494773,634,170
170,CUST4780,ACC29231,Savings,Deposit,Personal Loan,Firm C,West,Manager 3,01-06-2023,25103.80325,146900.8085,0.688929813,664,36
97,CUST5174,ACC32627,Credit,Withdrawal,Mutual Fund,Firm E,West,Manager 1,17-01-2024,88827.84866,104295.1329,0.424871407,340,22
175,CUST7481,ACC55729,Current,Deposit,Home Loan,Firm E,Central,Manager 2,26-10-2023,61200.25439,58921.09763,0.508141822,659,128
140,CUST9962,ACC15228,Savings,Deposit,Personal Loan,Firm B,South,Manager 3,19-09-2023,39344.54519,84876.10666,0.292437181,805,215
109,CUST2871,ACC34821,Credit,Transfer,Credit Card,Firm D,Central,Manager 3,17-11-2023,-27273.43582,64365.38279,0.433059143,431,230
37,CUST4763,ACC12182,Savings,Withdrawal,Credit Card,Firm A,Central,Manager 4,24-05-2023,47980.302,58815.83188,0.697284286,737,135
111,CUST1747,ACC19156,Current,Payment,Mutual Fund,Firm B,East,Manager 4,10-02-2023,57310.01338,25340.27305,0.553369113,765,8
76,CUST8028,ACC30787,Savings,Deposit,Mutual Fund,Firm C,Central,Manager 3,10-09-2023,95692.3736,71932.15624,0.64149329,642,228
187,CUST3006,ACC51593,Loan,Payment,Mutual Fund,Firm E,East,Manager 2,06-06-2023,47794.97112,47981.5722,0.461767658,641,95
156,CUST4438,ACC49180,Credit,Transfer,Credit Card,Firm B,Central,Manager 4,30-12-2023,34527.65355,67331.36925,-0.061157267,545,169
60,CUST1644,ACC26940,Savings,Withdrawal,Credit Card,Firm D,South,Manager 1,31-10-2023,89131.56911,78090.18043,0.33925355,545,222
81,CUST5574,ACC15925,Credit,Payment,Personal Loan,Firm E,South,Manager 3,01-03-2024,101207.8674,51942.98668,0.657578281,693,237
154,CUST5545,ACC11837,Credit,Transfer,Home Loan,Firm D,Central,Manager 3,01-03-2024,45262.10034,41822.44027,0.468460198,416,231
35,CUST5428,ACC58667,Credit,Transfer,Home Loan,Firm D,West,Manager 3,18-10-2023,31967.63692,65478.53271,-0.0529263,566,235
141,CUST6028,ACC38559,Credit,Deposit,Credit Card,Firm A,East,Manager 1,19-10-2023,34373.6468,90633.91694,0.392683418,336,174
35,CUST8772,ACC75767,Current,Transfer,Personal Loan,Firm A,North,Manager 1,05-05-2023,72861.25338,103411.7266,0.16788229,808,62
15,CUST6526,ACC28292,Credit,Payment,Home Loan,Firm E,North,Manager 3,23-08-2023,20420.39117,-7594.899508,0.212991843,541,201
161,CUST4584,ACC83581,Loan,Payment,Savings Account,Firm A,West,Manager 3,13-06-2024,52921.47819,60951.7824,0.357717433,565,49
90,CUST1913,ACC50439,Savings,Withdrawal,Savings Account,Firm A,West,Manager 3,02-01-2023,67439.68351,123969.4528,0.590670998,488,155
28,CUST5121,ACC97225,Savings,Deposit,Home Loan,Firm A,Central,Manager 4,25-12-2023,87320.05768,69942.38716,0.545934343,474,101
52,CUST8344,ACC51971,Current,Deposit,Savings Account,Firm A,North,Manager 3,22-06-2024,118019.7086,42088.94404,-0.146574209,458,123
159,CUST4126,ACC49422,Credit,Transfer,Home Loan,Firm B,Central,Manager 3,11-08-2023,56945.6628,95990.4842,0.529333537,841,163
68,CUST9169,ACC95164,Current,Transfer,Savings Account,Firm E,Central,Manager 3,27-05-2024,78926.27688,104467.9457,0.641615526,406,112
155,CUST6735,ACC67701,Loan,Deposit,Credit Card,Firm A,North,Manager 1,08-06-2024,9748.42634,117223.0133,0.600394054,548,63
184,CUST2716,ACC15671,Current,Withdrawal,Credit Card,Firm B,Central,Manager 4,06-04-2024,37376.26097,85810.71122,0.736440008,550,166
158,CUST3041,ACC10996,Savings,Withdrawal,Credit Card,Firm B,South,Manager 3,08-05-2023,11989.5023,45731.50391,0.74871881,557,233
